Id;MSSubClass;MSZoning;Neighborhood;OverallQual;RoofStyle;BsmtQual;HeatingQC;CentralAir;1stFlrSF;GrLivArea;BsmtFullBath;KitchenQual;GarageType;GarageFinish;GarageCars;PavedDrive;SalePrice
737;90;RL;NAmes;3;Gable;;Gd;N;1040;1040;0;TA;Detchd;Unf;2;Y;93500
738;60;RL;Gilbert;8;Gable;Gd;Ex;Y;901;1801;0;Gd;Attchd;Fin;3;Y;239900
739;90;RL;Edwards;5;Gable;Gd;TA;Y;1200;1200;3;TA;;;0;Y;179000
740;60;RL;CollgCr;7;Gable;Gd;Ex;Y;864;1728;0;Gd;Attchd;RFn;2;Y;190000
741;70;RM;OldTown;5;Gable;Fa;Ex;Y;768;1432;0;TA;Detchd;Unf;2;Y;132000
742;20;RL;Sawyer;6;Hip;TA;Gd;Y;912;912;1;Gd;Detchd;Unf;1;Y;142000
743;20;RL;SawyerW;7;Gable;Gd;Ex;Y;1349;1349;0;TA;Attchd;Unf;2;Y;179000
744;80;RL;Sawyer;5;Gable;Gd;Ex;Y;1464;1464;0;TA;Attchd;RFn;2;Y;175000
745;120;RL;StoneBr;8;Gable;Gd;Gd;Y;1337;1337;1;Gd;Attchd;RFn;2;Y;180000
746;60;RL;NWAmes;8;Hip;TA;Ex;Y;1175;2715;0;Gd;BuiltIn;Fin;2;Y;299800
747;60;RL;Gilbert;7;Gable;Gd;Ex;Y;980;2256;0;Gd;BuiltIn;Fin;2;Y;236000
748;70;RM;OldTown;7;Mansard;TA;TA;N;1320;2640;0;Gd;Detchd;Unf;4;N;265979
749;20;RL;NoRidge;7;Hip;Gd;Ex;Y;1720;1720;1;Gd;Attchd;Fin;2;Y;260400
750;50;RL;Edwards;4;Gable;;TA;N;1088;1529;0;TA;Detchd;Unf;1;N;98000
751;50;RM;OldTown;4;Gable;TA;Gd;Y;792;1140;0;TA;;;0;N;96500
752;60;RL;Gilbert;7;Gable;Gd;Ex;Y;660;1320;0;Gd;Attchd;Fin;2;Y;162000
753;20;RL;CollgCr;6;Gable;Gd;Ex;Y;1494;1494;1;Gd;Attchd;RFn;2;Y;217000
754;60;RL;NridgHt;8;Gable;Gd;Gd;Y;1038;2098;0;Ex;Attchd;RFn;3;Y;275500
755;20;RL;NAmes;6;Gable;TA;Gd;Y;1026;1026;1;Gd;Detchd;RFn;2;Y;156000
756;160;FV;Somerst;6;Gable;Gd;Gd;Y;742;1471;0;TA;Detchd;Unf;2;Y;172500
757;60;RL;CollgCr;8;Gable;Gd;Ex;Y;866;1768;0;Gd;Attchd;RFn;2;Y;212000
758;60;RL;Sawyer;6;Hip;TA;TA;Y;672;1386;0;TA;Attchd;Fin;2;Y;158900
759;160;FV;Somerst;7;Gable;Gd;Gd;Y;757;1501;0;TA;Detchd;Unf;2;Y;179400
760;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1328;2531;0;Gd;Attchd;RFn;3;Y;290000
761;20;RL;NAmes;6;Hip;TA;Ex;Y;864;864;0;TA;Detchd;Unf;1;Y;127500
762;30;RM;BrkSide;5;Gable;TA;TA;Y;1301;1301;0;Fa;Detchd;Unf;2;Y;100000
763;60;FV;Somerst;7;Gable;Gd;Ex;Y;764;1547;0;Gd;Attchd;Unf;2;Y;215200
764;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1268;2365;1;Gd;Attchd;RFn;3;Y;337000
765;120;RL;Veenker;8;Hip;Gd;Ex;Y;1494;1494;1;Ex;Attchd;Fin;2;Y;270000
766;20;RL;Somerst;9;Gable;Gd;Ex;Y;1506;1506;0;Ex;Attchd;Fin;2;Y;264132
767;60;RL;NWAmes;7;Gable;Gd;TA;Y;980;1714;0;TA;Attchd;Unf;2;Y;196500
768;50;RL;Mitchel;6;Gable;Gd;Ex;Y;983;1750;1;TA;Attchd;Unf;1;Y;160000
769;20;RL;CollgCr;7;Hip;Gd;Ex;Y;1836;1836;0;Gd;Attchd;Fin;2;Y;216837
770;60;RL;StoneBr;8;Hip;Gd;Ex;Y;1690;3279;1;Ex;BuiltIn;Fin;3;Y;538000
771;85;RL;Sawyer;5;Hip;Gd;TA;Y;858;858;1;TA;Detchd;Unf;2;Y;134900
772;20;RL;Edwards;4;Gable;Fa;TA;Y;1220;1220;0;TA;Detchd;Unf;2;Y;102000
773;80;RL;Edwards;6;Gable;TA;TA;Y;1117;1117;1;TA;Detchd;Unf;2;Y;107000
774;20;RL;NAmes;5;Gable;TA;Ex;Y;912;912;0;TA;Attchd;RFn;1;Y;114500
775;20;RL;NridgHt;8;Hip;Gd;Gd;Y;1973;1973;0;Gd;Attchd;Fin;3;Y;395000
776;120;RM;Mitchel;6;Hip;Ex;Ex;Y;1204;1204;1;TA;Attchd;Fin;2;Y;162000
777;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1614;1614;0;Gd;Attchd;RFn;3;Y;221500
778;20;RL;Sawyer;5;Hip;TA;TA;Y;894;894;1;TA;Attchd;Unf;2;Y;142500
779;90;RH;SawyerW;5;Gable;;TA;Y;2020;2020;0;TA;Detchd;Unf;2;Y;144000
780;90;RL;Mitchel;6;Gable;Gd;TA;Y;1004;1004;1;TA;Attchd;Unf;2;Y;135000
781;20;RL;Gilbert;7;Gable;Gd;Gd;Y;1253;1253;0;TA;Attchd;Fin;2;Y;176000
782;60;RL;SawyerW;6;Gable;Gd;Ex;Y;810;1603;0;Gd;Attchd;RFn;2;Y;175900
783;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1430;1430;0;Gd;Attchd;RFn;2;Y;187100
784;85;RL;Mitchel;5;Gable;Gd;Ex;Y;1110;1110;1;Gd;Attchd;Fin;2;Y;165500
785;75;RM;OldTown;6;Gable;TA;Ex;Y;742;1484;0;TA;;;0;Y;128000
786;20;RL;NWAmes;6;Gable;TA;TA;Y;1342;1342;0;TA;Attchd;Unf;2;Y;161500
787;50;RM;OldTown;5;Gable;Fa;TA;Y;966;1652;1;TA;Detchd;Unf;1;Y;139000
788;60;RL;SawyerW;7;Gable;Gd;Ex;Y;956;2084;1;Gd;BuiltIn;RFn;2;Y;233000
789;20;RM;OldTown;4;Gable;TA;Ex;Y;901;901;0;TA;Detchd;Unf;1;Y;107900
790;60;RL;ClearCr;6;Gable;TA;Gd;Y;976;2087;0;Gd;Attchd;Fin;2;Y;187500
791;120;RL;Blmngtn;7;Gable;Gd;Ex;Y;1145;1145;0;Gd;Attchd;Fin;2;Y;160200
792;80;RL;Mitchel;6;Gable;Gd;TA;Y;1062;1062;1;TA;Attchd;RFn;2;Y;146800
793;60;RL;NoRidge;7;Gable;Gd;Ex;Y;1127;2013;1;TA;Attchd;Unf;2;Y;269790
794;20;RL;Somerst;8;Gable;Gd;Ex;Y;1496;1496;0;Gd;Attchd;Fin;2;Y;225000
795;60;RL;Gilbert;7;Gable;Gd;Ex;Y;1086;1895;0;Gd;Attchd;Fin;2;Y;194500
796;60;RL;SawyerW;6;Gable;Gd;TA;Y;888;1564;0;TA;Attchd;Unf;2;Y;171000
797;20;RL;Sawyer;6;Gable;TA;Ex;Y;1285;1285;0;TA;Attchd;RFn;2;Y;143500
798;20;RL;NAmes;5;Gable;TA;Gd;Y;773;773;0;TA;Attchd;Unf;1;Y;110000
799;60;RL;NridgHt;9;Hip;Ex;Ex;Y;1966;3140;0;Ex;BuiltIn;Fin;3;Y;485000
800;50;RL;SWISU;5;Gable;Gd;Ex;Y;981;1768;1;Gd;Detchd;Unf;1;Y;175000
801;60;RL;ClearCr;6;Gable;Gd;Gd;Y;616;1688;1;Gd;Attchd;RFn;2;Y;200000
802;30;RM;IDOTRR;4;Gable;TA;Ex;Y;1196;1196;1;TA;Detchd;Unf;2;Y;109900
803;60;RL;CollgCr;7;Gable;Gd;Ex;Y;728;1456;1;Gd;Attchd;Fin;2;Y;189000
804;60;RL;NridgHt;9;Hip;Ex;Ex;Y;1734;2822;0;Ex;BuiltIn;RFn;3;Y;582933
805;20;RL;NAmes;5;Gable;TA;TA;Y;1128;1128;0;TA;Attchd;Unf;1;Y;118000
806;20;RL;Somerst;7;Gable;Gd;Ex;Y;1428;1428;0;Ex;Attchd;RFn;2;Y;227680
807;80;RL;NAmes;5;Gable;TA;Gd;Y;980;980;0;TA;Attchd;Fin;1;Y;135500
808;70;RL;BrkSide;5;Gable;TA;Ex;Y;1072;1576;2;Gd;Attchd;RFn;2;Y;223500
809;80;RL;NAmes;5;Gable;TA;TA;Y;1086;1086;1;TA;Attchd;RFn;2;Y;159950
810;75;RM;OldTown;5;Hip;TA;TA;N;1075;2138;0;TA;Detchd;Unf;2;N;106000
811;20;RL;NWAmes;6;Hip;TA;Fa;Y;1309;1309;1;Gd;Attchd;RFn;2;Y;181000
812;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;Fin;2;Y;144500
813;20;C (all);IDOTRR;5;Hip;TA;TA;N;1044;1044;0;Fa;Basment;Unf;2;N;55993
814;20;RL;NAmes;6;Gable;TA;Gd;Y;1442;1442;0;TA;Attchd;RFn;1;Y;157900
815;50;RL;Edwards;5;Gable;TA;Gd;Y;686;1250;0;Fa;Detchd;Unf;1;P;116000
816;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1661;1661;0;Gd;Attchd;RFn;2;Y;224900
817;20;RL;NAmes;5;Gable;TA;Gd;Y;1008;1008;0;TA;Attchd;RFn;1;Y;137000
818;20;RL;Mitchel;8;Hip;Gd;Ex;Y;1689;1689;1;Gd;Attchd;RFn;3;Y;271000
819;80;RL;ClearCr;6;Gable;TA;Gd;Y;1052;1052;1;TA;Attchd;Unf;2;Y;155000
820;120;RL;NridgHt;7;Gable;Gd;Ex;Y;1358;1358;1;Gd;Attchd;RFn;2;Y;224000
821;60;RL;CollgCr;7;Gable;Gd;Ex;Y;798;1640;0;Gd;Attchd;RFn;2;Y;183000
822;20;RM;OldTown;4;Gable;Fa;TA;N;936;936;0;TA;Detchd;Unf;2;Y;93000
823;60;RL;Gilbert;7;Gable;Gd;Ex;Y;847;1733;0;Gd;BuiltIn;Fin;2;Y;225000
824;50;RL;SWISU;6;Gable;TA;TA;Y;944;1489;0;TA;Detchd;Unf;1;Y;139500
825;20;FV;Somerst;8;Gable;Gd;Ex;Y;1489;1489;0;Gd;Attchd;RFn;2;Y;232600
826;20;RL;NridgHt;10;Hip;Ex;Ex;Y;2084;2084;1;Ex;Attchd;Fin;3;Y;385000
827;45;RM;BrkSide;5;Gable;TA;Gd;Y;784;784;1;Gd;;;0;Y;109500
828;20;RL;SawyerW;7;Gable;Gd;Ex;Y;1434;1434;0;Gd;Attchd;RFn;2;Y;189000
829;60;RL;ClearCr;5;Flat;TA;TA;Y;1160;2126;0;TA;Attchd;Fin;2;Y;185000
830;160;FV;Somerst;7;Gable;Gd;Ex;Y;520;1223;0;Gd;Detchd;RFn;2;Y;147400
831;20;RL;NAmes;6;Gable;TA;TA;Y;1392;1392;1;TA;Attchd;RFn;2;Y;166000
832;160;FV;Somerst;7;Gable;Gd;Ex;Y;520;1200;0;Gd;Detchd;RFn;2;Y;151000
833;60;RL;CollgCr;7;Gable;Gd;Ex;Y;941;1829;1;Gd;Attchd;RFn;2;Y;237000
834;20;RL;NAmes;6;Gable;TA;TA;Y;1516;1516;0;TA;Attchd;RFn;2;Y;167000
835;20;RL;NAmes;5;Gable;TA;Gd;Y;1144;1144;1;TA;Attchd;Unf;2;Y;139950
836;20;RL;Sawyer;4;Gable;Gd;TA;Y;1067;1067;0;Gd;Attchd;Unf;2;Y;128000
837;30;RM;OldTown;5;Gable;TA;Gd;Y;1559;1559;1;TA;Detchd;Unf;2;Y;153500
838;160;RM;BrDale;6;Gable;TA;TA;Y;483;987;1;TA;Detchd;Unf;1;Y;100000
839;20;RL;CollgCr;5;Gable;Gd;Ex;Y;1099;1099;0;Gd;Attchd;Unf;1;Y;144000
840;50;RL;Edwards;5;Gable;TA;Ex;Y;768;1200;0;TA;Detchd;Unf;1;Y;130500
841;70;RH;SWISU;6;Gable;TA;TA;N;810;1482;0;Fa;Detchd;Unf;1;P;140000
842;70;RM;OldTown;5;Gable;TA;Gd;Y;958;1539;0;Gd;Detchd;Unf;2;P;157500
843;80;RL;NAmes;6;Gable;TA;TA;Y;1165;1165;1;TA;Attchd;RFn;2;Y;174900
844;90;RL;NAmes;5;Gable;TA;Ex;N;1800;1800;0;TA;;;0;Y;141000
845;50;RM;OldTown;5;Gable;TA;Gd;Y;876;1416;0;TA;Detchd;Unf;3;Y;153900
846;85;RL;Sawyer;5;Gable;Gd;TA;Y;1701;1701;1;TA;Basment;Fin;2;Y;171000
847;60;RL;SawyerW;7;Gable;Gd;Ex;Y;1006;1775;1;Gd;Attchd;Unf;2;Y;213000
848;20;RL;CollgCr;5;Gable;TA;Ex;Y;864;864;1;TA;Attchd;Unf;1;Y;133500
849;50;RL;ClearCr;6;Gable;TA;TA;Y;1307;2358;0;TA;Detchd;Unf;2;Y;240000
850;80;RL;Veenker;6;Hip;TA;Ex;Y;1094;1855;0;TA;Attchd;RFn;2;Y;187000
851;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;Fin;2;Y;131500
852;120;RL;Blmngtn;8;Gable;Gd;Ex;Y;1456;1456;0;Gd;Attchd;Fin;2;Y;215000
853;75;RL;Crawfor;7;Gable;TA;Gd;Y;918;1646;0;TA;Detchd;Unf;1;Y;164000
854;80;RL;NAmes;6;Gable;TA;TA;Y;1445;1445;0;TA;Attchd;RFn;2;Y;158000
855;20;RL;Sawyer;5;Hip;TA;TA;Y;1779;1779;1;TA;Attchd;Unf;2;Y;170000
856;20;RL;Sawyer;5;Gable;TA;Ex;Y;1040;1040;1;TA;Detchd;Unf;1;Y;127000
857;80;RL;CollgCr;6;Gable;Gd;TA;Y;1026;1026;1;TA;Detchd;Unf;2;Y;147000
858;60;RL;Gilbert;6;Gable;Gd;Gd;Y;702;1481;0;TA;Attchd;Fin;2;Y;174000
859;20;RL;NWAmes;7;Gable;Gd;TA;Y;1370;1370;0;TA;Attchd;RFn;2;Y;152000
860;60;RL;NWAmes;6;Gable;TA;TA;Y;1512;2654;1;Gd;Attchd;Unf;2;Y;250000
861;50;RL;Crawfor;7;Gable;TA;Gd;Y;912;1426;0;Gd;Detchd;Unf;1;Y;189950
862;190;RL;Sawyer;5;Hip;TA;Ex;Y;1039;1039;1;TA;Attchd;Unf;2;Y;131500
863;20;RL;SawyerW;6;Hip;Gd;TA;Y;1097;1097;0;TA;Attchd;Unf;2;Y;152000
864;20;RL;NAmes;5;Hip;TA;TA;Y;1148;1148;1;TA;Attchd;Unf;1;Y;132500
865;20;FV;Somerst;7;Gable;Ex;Ex;Y;1372;1372;0;Gd;Attchd;Fin;2;Y;250580
866;20;RL;NAmes;5;Gable;TA;TA;Y;1002;1002;1;TA;Detchd;Unf;2;Y;148500
867;20;RL;Timber;8;Gable;Gd;Ex;Y;1646;1646;0;Gd;Attchd;RFn;3;Y;248900
868;20;RL;Sawyer;4;Gable;TA;TA;Y;1120;1120;1;Fa;Attchd;RFn;2;Y;129000
869;60;RL;Gilbert;5;Gable;;Gd;Y;1547;2320;0;TA;Attchd;Unf;2;P;169000
870;60;RL;SawyerW;7;Gable;Gd;Ex;Y;1062;1949;1;Gd;Attchd;Fin;2;Y;236000
871;20;RL;NAmes;5;Hip;TA;Gd;N;894;894;0;TA;Detchd;Unf;1;Y;109500
872;60;RL;CollgCr;6;Gable;Gd;Ex;Y;804;1682;0;Gd;Attchd;RFn;2;Y;200500
873;20;RL;NAmes;5;Gable;TA;Gd;Y;910;910;0;Gd;Attchd;Unf;2;Y;116000
874;40;RL;NAmes;5;Gable;TA;Gd;Y;1036;1268;0;TA;Attchd;Unf;1;Y;133000
875;50;RM;OldTown;5;Gable;TA;Ex;Y;676;1131;0;TA;Detchd;Unf;1;Y;66500
876;60;FV;Somerst;8;Gable;Gd;Ex;Y;1184;2610;0;Ex;BuiltIn;Fin;2;Y;303477
877;20;RL;Mitchel;4;Gable;TA;Gd;Y;1040;1040;1;TA;Attchd;Unf;2;Y;132250
878;60;RL;NridgHt;9;Hip;Ex;Ex;Y;1462;2224;1;Ex;Attchd;Fin;3;Y;350000
879;85;RL;Sawyer;5;Gable;TA;TA;Y;1155;1155;1;Gd;Detchd;Unf;2;Y;148000
880;20;RL;CollgCr;5;Gable;TA;Ex;Y;864;864;1;TA;Attchd;Unf;1;Y;136500
881;20;RL;Edwards;5;Gable;Ex;Gd;Y;1090;1090;1;TA;Attchd;Fin;2;Y;157000
882;50;RL;Timber;7;Gable;Gd;Ex;Y;1187;1717;0;Gd;Attchd;RFn;2;Y;187500
883;60;RL;Gilbert;6;Gable;Gd;Gd;Y;808;1593;0;TA;BuiltIn;RFn;2;Y;178000
884;75;RL;SWISU;4;Gable;TA;TA;N;954;2230;1;TA;Detchd;Unf;1;Y;118500
885;20;RL;NAmes;5;Gable;TA;TA;Y;892;892;0;TA;Attchd;RFn;1;Y;100000
886;120;FV;Somerst;9;Gable;Ex;Ex;Y;1709;1709;1;Gd;Attchd;Fin;2;Y;328900
887;90;RL;NAmes;5;Gable;TA;Ex;Y;1712;1712;0;TA;Attchd;Fin;2;Y;145000
888;50;RL;Edwards;5;Gable;TA;TA;Y;872;1393;0;TA;Attchd;Unf;1;Y;135500
889;20;RL;NAmes;8;Flat;TA;Ex;Y;2217;2217;1;Gd;Attchd;Unf;2;Y;268000
890;20;RL;NAmes;6;Hip;TA;Ex;Y;1505;1505;1;TA;Attchd;RFn;2;Y;149500
891;50;RL;NAmes;5;Gable;TA;Ex;Y;672;924;0;TA;Detchd;Unf;2;Y;122900
892;60;RL;Sawyer;6;Hip;TA;Gd;Y;918;1683;0;TA;Attchd;RFn;2;Y;172500
893;20;RL;Sawyer;6;Hip;TA;TA;Y;1068;1068;0;TA;Attchd;RFn;1;Y;154500
894;20;RL;Sawyer;5;Gable;Gd;TA;Y;1383;1383;1;TA;Attchd;Unf;1;Y;165000
895;90;RL;SawyerW;5;Gable;;TA;Y;1535;1535;0;TA;Attchd;Unf;2;Y;118858
896;60;RL;NAmes;6;Hip;TA;TA;Y;983;1796;1;TA;Attchd;RFn;2;Y;140000
897;30;RM;IDOTRR;4;Gable;TA;Ex;N;951;951;0;TA;Detchd;Unf;1;Y;106500
898;90;RL;SawyerW;5;Gable;;TA;Y;1120;2240;0;TA;Detchd;Unf;2;Y;142953
899;20;RL;NridgHt;9;Hip;Ex;Ex;Y;2364;2364;1;Ex;Attchd;Fin;3;Y;611657
900;20;RL;Sawyer;5;Gable;TA;TA;Y;1236;1236;0;TA;Attchd;Unf;1;Y;135000
901;20;RL;NAmes;4;Gable;TA;TA;Y;858;858;0;TA;Detchd;Unf;1;Y;110000
902;20;RL;NAmes;5;Hip;TA;TA;Y;1306;1306;1;TA;Detchd;Unf;1;Y;153000
903;60;RL;Gilbert;7;Gable;Gd;Ex;Y;807;1509;0;Gd;Attchd;Fin;2;Y;180000
904;20;RL;Gilbert;7;Hip;Gd;Ex;Y;1670;1670;0;Gd;Attchd;RFn;3;Y;240000
905;20;RL;Sawyer;5;Gable;TA;TA;Y;902;902;0;TA;Attchd;Unf;1;Y;125500
906;20;RL;NAmes;5;Gable;TA;TA;Y;1063;1063;1;TA;Attchd;RFn;1;Y;128000
907;20;RL;Somerst;8;Gable;Gd;Ex;Y;1636;1636;1;Gd;Attchd;RFn;3;Y;255000
908;50;RL;Crawfor;7;Gable;Gd;Gd;Y;1020;2057;0;Gd;Attchd;Fin;1;Y;250000
909;20;RL;Mitchel;5;Gable;Gd;TA;Y;902;902;1;TA;Attchd;Unf;2;Y;131000
910;60;RL;Gilbert;6;Gable;Gd;Ex;Y;742;1484;0;Gd;Attchd;Fin;2;Y;174000
911;90;RL;NAmes;5;Gable;TA;TA;Y;1105;2274;0;TA;Detchd;Unf;2;Y;154300
912;20;RL;CollgCr;5;Gable;Gd;TA;Y;1268;1268;0;Gd;Detchd;Unf;1;Y;143500
913;30;RM;BrkSide;5;Gable;TA;TA;N;1015;1015;0;TA;Detchd;Unf;1;Y;88000
914;90;RH;Crawfor;5;Gable;TA;TA;N;1001;2002;0;TA;2Types;Unf;3;Y;145000
915;160;FV;Somerst;6;Gable;Gd;Ex;Y;612;1224;0;Gd;Detchd;RFn;2;Y;173733
916;160;RM;MeadowV;4;Gable;TA;Fa;Y;546;1092;0;TA;Attchd;Unf;1;Y;75000
917;20;C (all);IDOTRR;2;Gable;TA;TA;N;480;480;1;TA;Detchd;Unf;1;Y;35311
918;20;RL;Edwards;4;Gable;TA;Ex;Y;1229;1229;0;TA;Attchd;RFn;1;Y;135000
919;60;RL;SawyerW;7;Gable;Ex;Ex;Y;912;2127;1;Gd;Attchd;RFn;3;Y;238000
920;20;RL;NAmes;6;Hip;Gd;Ex;Y;1414;1414;1;TA;Attchd;Unf;2;Y;176500
921;60;RL;SawyerW;6;Gable;Gd;Ex;Y;936;1721;0;Gd;Attchd;RFn;2;Y;201000
922;90;RL;Edwards;5;Gable;TA;Gd;Y;1272;2200;2;TA;;;0;N;145900
923;20;RL;Gilbert;6;Gable;Gd;Ex;Y;1316;1316;0;Gd;Attchd;Fin;2;Y;169990
924;120;RL;SawyerW;6;Gable;Gd;Ex;Y;1617;1617;1;Gd;Attchd;RFn;2;Y;193000
925;20;RL;NWAmes;6;Gable;Gd;TA;Y;1686;1686;1;TA;Attchd;Unf;2;Y;207500
926;20;RL;NWAmes;5;Gable;Gd;TA;Y;1126;1126;0;Ex;Attchd;RFn;2;Y;175000
927;60;RL;NridgHt;8;Hip;Gd;Ex;Y;1234;2374;0;Ex;BuiltIn;Fin;3;Y;285000
928;60;RL;NWAmes;7;Gable;TA;Gd;Y;1098;1978;0;TA;Attchd;RFn;2;Y;176000
929;20;RL;CollgCr;8;Hip;Gd;Ex;Y;1788;1788;0;Ex;Attchd;RFn;2;Y;236500
930;60;RL;Gilbert;7;Gable;Gd;Gd;Y;993;2236;0;Gd;BuiltIn;Fin;2;Y;222000
931;20;RL;Timber;8;Gable;Gd;Ex;Y;1466;1466;0;Gd;Attchd;Fin;3;Y;201000
932;20;RL;NAmes;5;Gable;TA;Ex;Y;925;925;0;TA;Detchd;Unf;1;Y;117500
933;20;RL;Somerst;9;Hip;Ex;Ex;Y;1905;1905;0;Ex;Attchd;Fin;3;Y;320000
934;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1500;1500;0;Gd;Attchd;RFn;2;Y;190000
935;20;RL;NAmes;7;Flat;Gd;Ex;Y;2069;2069;1;Gd;Attchd;RFn;2;Y;242000
936;30;RL;BrkSide;4;Gable;Fa;Gd;Y;747;747;0;TA;Detchd;Unf;2;Y;79900
937;20;RL;SawyerW;7;Gable;Gd;Ex;Y;1200;1200;1;Gd;Attchd;RFn;2;Y;184900
938;60;RL;Somerst;7;Gable;Gd;Ex;Y;1113;1971;0;Gd;Attchd;RFn;2;Y;253000
939;60;RL;CollgCr;7;Gable;Gd;Ex;Y;1391;1962;0;Gd;Attchd;RFn;3;Y;239799
940;70;RL;ClearCr;7;Gable;TA;Ex;Y;1207;2403;0;TA;Attchd;Unf;1;Y;244400
941;90;RL;Mitchel;6;Gable;TA;TA;Y;1728;1728;0;TA;Attchd;Unf;2;Y;150900
942;60;RL;Gilbert;7;Gable;Gd;Ex;Y;1022;2060;1;Gd;BuiltIn;RFn;2;Y;214000
943;90;RL;Edwards;4;Gable;Gd;TA;Y;1440;1440;2;TA;;;0;N;150000
944;90;RL;Mitchel;5;Gable;TA;TA;Y;1632;1632;0;TA;Attchd;Unf;2;P;143000
945;20;RL;Timber;6;Gable;TA;Gd;Y;1344;1344;0;Gd;Basment;RFn;2;Y;137500
946;50;RM;OldTown;5;Hip;TA;TA;Y;1188;1869;0;TA;Detchd;Unf;2;Y;124900
947;80;RL;NAmes;5;Gable;TA;TA;Y;1144;1144;1;TA;Attchd;RFn;1;Y;143000
948;20;RL;Timber;8;Hip;Gd;Ex;Y;1629;1629;1;Gd;Attchd;Fin;3;Y;270000
949;60;RL;CollgCr;7;Gable;Gd;Ex;Y;936;1776;0;Gd;Attchd;RFn;2;Y;192500
950;20;RL;NWAmes;6;Hip;TA;TA;Y;1381;1381;1;Gd;Attchd;RFn;2;Y;197500
951;20;RL;NAmes;5;Gable;TA;Gd;Y;864;864;1;Gd;Detchd;RFn;2;Y;129000
952;20;RH;SawyerW;5;Gable;TA;Gd;Y;965;965;1;TA;Detchd;Unf;1;Y;119900
953;85;RL;CollgCr;5;Gable;Gd;Gd;Y;768;768;0;TA;Detchd;Fin;1;Y;133900
954;60;RL;Mitchel;5;Gable;TA;Ex;Y;1168;1968;0;TA;Attchd;RFn;2;Y;172000
955;90;RL;Edwards;6;Flat;Gd;TA;Y;980;980;0;TA;;;0;Y;127500
956;90;RH;Crawfor;6;Gable;Gd;TA;N;979;1958;0;TA;Attchd;Unf;2;Y;145000
957;160;RM;Blueste;6;Gable;Gd;TA;Y;561;1229;0;TA;Attchd;Fin;2;Y;124000
958;20;RL;Sawyer;5;Hip;TA;TA;Y;1057;1057;0;TA;Detchd;Fin;2;Y;132000
959;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1337;1337;1;Gd;Attchd;RFn;2;Y;185000
960;160;FV;Somerst;7;Hip;Gd;Ex;Y;696;1416;1;Gd;Detchd;Unf;2;Y;155000
961;20;RL;BrkSide;5;Gable;TA;Gd;Y;858;858;1;TA;;;0;Y;116500
962;60;RL;NWAmes;6;Gable;Gd;TA;Y;1542;2872;1;TA;Attchd;Fin;2;Y;272000
963;160;RL;NPkVill;6;Gable;Gd;TA;Y;804;1548;1;Gd;Detchd;Unf;2;Y;155000
964;20;RL;CollgCr;9;Gable;Ex;Ex;Y;1800;1800;0;Ex;Attchd;Fin;2;Y;239000
965;60;RL;Timber;7;Gable;Gd;Ex;Y;824;1894;1;Gd;BuiltIn;Fin;2;Y;214900
966;60;RL;Gilbert;6;Gable;Gd;Ex;Y;783;1484;0;Gd;Attchd;Fin;2;Y;178900
967;50;RL;Crawfor;5;Gable;TA;Ex;Y;976;1308;1;TA;Detchd;Unf;1;Y;160000
968;20;RL;NAmes;5;Hip;TA;TA;Y;1098;1098;1;TA;Attchd;Unf;1;Y;135000
969;50;RM;OldTown;3;Gable;TA;Fa;N;600;968;0;TA;;;0;Y;37900
970;190;RL;NAmes;6;Hip;TA;TA;Y;1095;1095;1;TA;Attchd;RFn;1;Y;140000
971;50;RL;NAmes;4;Gable;TA;TA;N;720;1192;0;TA;;;0;Y;135000
972;160;RL;NridgHt;7;Gable;Gd;Ex;Y;764;1626;0;Gd;BuiltIn;RFn;2;Y;173000
973;120;RL;SawyerW;6;Gable;Gd;TA;Y;918;918;0;TA;Attchd;Unf;1;Y;99500
974;20;FV;Somerst;7;Gable;Gd;Ex;Y;1428;1428;0;Gd;Attchd;Fin;2;Y;182000
975;70;RL;BrkSide;7;Gable;Gd;TA;N;1136;2019;0;Gd;Detchd;Unf;2;Y;167500
976;160;FV;Somerst;7;Gable;Gd;Ex;Y;673;1382;1;Gd;Detchd;Unf;2;Y;165000
977;30;RL;BrkSide;4;Gable;Gd;TA;Y;869;869;0;Fa;;;0;Y;85500
978;120;FV;Somerst;7;Gable;Gd;Ex;Y;1241;1241;1;Gd;Attchd;Fin;2;Y;199900
979;20;RL;Edwards;4;Gable;TA;Ex;Y;894;894;0;TA;Detchd;Unf;2;Y;110000
980;20;RL;Sawyer;5;Gable;TA;TA;Y;1121;1121;1;TA;Detchd;Unf;2;Y;139000
981;85;RL;NAmes;7;Gable;TA;Gd;Y;999;999;1;Ex;Attchd;RFn;2;Y;178400
982;60;RL;NoRidge;8;Hip;Gd;Ex;Y;1276;2612;1;Gd;Attchd;Fin;3;Y;336000
